,Model,train loss,val loss,val accuracy,val sensitivity
0,MaxVit_0_2_unetm,1.1328061601541337,1.02428497672081,58.80787653006918,0.2547772997240869
1,MaxVit_0_2_unetm,1.0022289752960205,0.983963672320048,60.56412985630655,0.28824703620139863
2,MaxVit_0_2_unetm,0.9779235598814748,0.9707632780075073,60.35125066524747,0.28657648967233773
3,MaxVit_0_2_unetm,0.9628562144119374,0.9565284450848898,60.723789249600856,0.3048953864178566
4,MaxVit_0_2_unetm,0.9505385256161655,0.9407295723756154,62.26716338477913,0.32365511937145297
5,MaxVit_0_2_unetm,0.9432358676499694,0.9335008998711903,62.53326237360298,0.3224321176904114
6,MaxVit_0_2_unetm,0.9369209730712167,0.9315911451975505,62.10750399148483,0.31158909652113176
7,MaxVit_0_2_unetm,0.9260154044541129,0.9151018559932709,63.65087812666312,0.3370360768467067
8,MaxVit_0_2_unetm,0.928956044416358,0.9229305843512218,63.65087812666312,0.33238551261506366
9,MaxVit_0_2_unetm,0.9281094339642212,0.9114937444527944,63.97019691325173,0.3329922115506634
10,MaxVit_0_2_unetm,0.9264447132166285,0.9174742698669434,63.27833954230974,0.3293072846297026
11,MaxVit_0_2_unetm,0.9234127328343635,0.9213526646296183,62.58648217136775,0.33677551044326115
12,MaxVit_0_2_unetm,0.9159285456594759,0.9223109722137451,62.054284193720065,0.34181900090392175
13,MaxVit_0_2_unetm,0.9206369845536504,0.9257581770420075,62.373602980308675,0.3386120351327026
14,MaxVit_0_2_unetm,0.9183494774964605,0.9114059885342916,63.704097924427884,0.3331353302887694
15,MaxVit_0_2_unetm,0.9117176928659425,0.9247319400310516,62.90580095795636,0.3364244979896038
16,MaxVit_0_2_unetm,0.9151668526830464,0.9220390121142069,63.27833954230974,0.34511236077994006
17,MaxVit_0_2_unetm,0.9117636976450899,0.9149474461873373,63.544438531133586,0.3323345053962679
18,MaxVit_0_2_unetm,0.9113523503289606,0.9086081047852834,64.12985630654605,0.34579015801739155
19,MaxVit_0_2_unetm,0.9136045070460243,0.9162270764509837,62.85258116019159,0.3146900546893365
20,MaxVit_0_2_unetm,0.9100188599885816,0.9160774171352386,63.49121873336882,0.34263010732264226
21,MaxVit_0_2_unetm,0.9084664156837184,0.9316852211952209,62.79936136242682,0.31822154298001976
22,MaxVit_0_2_unetm,0.9077974248976604,0.9162473638852437,63.012240553485896,0.3484219193512071
23,MaxVit_0_2_unetm,0.9086410085650256,0.9108970522880554,64.44917509313464,0.311226215646787
24,MaxVit_0_2_unetm,0.9075433690182484,0.9162299414475759,63.86375731772219,0.34077663013515175
25,MaxVit_0_2_unetm,0.9032685526096038,0.9185844957828522,62.373602980308675,0.32366052625609354
26,MaxVit_0_2_unetm,0.9016560346540743,0.9001221696535746,64.3427354976051,0.3518820228034102
27,MaxVit_0_2_unetm,0.9020502950153212,0.8993206898371379,64.1830761043108,0.3425511146241052
28,MaxVit_0_2_unetm,0.904162299458998,0.9253154555956523,62.90580095795636,0.31292101922707033
29,MaxVit_0_2_unetm,0.8996248536736425,0.8989921430746715,64.23629590207557,0.3359060145642505
0,MaxVit_1_2_unetm,1.1320145669644766,1.0245195031166077,56.78552421500799,0.24545327139096337
1,MaxVit_1_2_unetm,0.995394464826932,0.956236602862676,62.054284193720065,0.30640065700029356
2,MaxVit_1_2_unetm,0.9640290223769028,0.9376733342806498,61.788185204896216,0.31769248908259995
3,MaxVit_1_2_unetm,0.9450476321860821,0.9326227088769277,62.10750399148483,0.3127740875672213
4,MaxVit_1_2_unetm,0.9394073503730941,0.9156503438949585,62.639701969132524,0.3138230841922873
5,MaxVit_1_2_unetm,0.9281142197386192,0.9316118041674296,62.69292176689728,0.30692139347781977
6,MaxVit_1_2_unetm,0.9228748248441376,0.8965047339598338,65.03459286854711,0.36081645834836645
7,MaxVit_1_2_unetm,0.9173393210355383,0.9051589866479238,63.384779137839274,0.3404687140473121
8,MaxVit_1_2_unetm,0.909716170199596,0.9083130558331808,63.75731772219265,0.3380754975791365
9,MaxVit_1_2_unetm,0.9139193748905711,0.8954185088475545,64.39595529536987,0.3323429909694263
10,MaxVit_1_2_unetm,0.9018362338525535,0.9079578538735708,64.12985630654605,0.34498606093493706
11,MaxVit_1_2_unetm,0.902953087413398,0.8889803528785706,65.67323044172431,0.3562146894380692
12,MaxVit_1_2_unetm,0.8987007589235793,0.8867468456427257,64.92815327301756,0.3312716252455525
13,MaxVit_1_2_unetm,0.8965661264684078,0.8761989414691925,65.3539116551357,0.3596188022651736
14,MaxVit_1_2_unetm,0.896467459462855,0.8818772633870443,65.56679084619479,0.37512092154839644
15,MaxVit_1_2_unetm,0.8928531556233873,0.8903704444567363,64.71527408195848,0.3663184586895642
16,MaxVit_1_2_unetm,0.8924893171247774,0.8826477805773417,65.08781266631188,0.3482486001772609
17,MaxVit_1_2_unetm,0.8896267257467674,0.906097271045049,64.92815327301756,0.3449393876868049
18,MaxVit_1_2_unetm,0.8887235078498394,0.8781442602475484,65.8861096327834,0.3612995414370566
19,MaxVit_1_2_unetm,0.8841184917157584,0.8708660960197449,66.25864821713677,0.36687145472884436
20,MaxVit_1_2_unetm,0.8872180224335107,0.8732584913571676,65.67323044172431,0.36145254138036237
21,MaxVit_1_2_unetm,0.8833215754397594,0.8953223625818888,65.1942522618414,0.3442957642471242
22,MaxVit_1_2_unetm,0.8847388303192862,0.8702705204486847,65.77967003725385,0.36224932650396313
23,MaxVit_1_2_unetm,0.8765427022084703,0.8681405742963155,66.47152740819585,0.36932239179035814
24,MaxVit_1_2_unetm,0.8863917767566486,0.8984007020791371,64.07663650878128,0.3411184944880956
25,MaxVit_1_2_unetm,0.8825111811178444,0.892461504538854,65.3539116551357,0.34732434037161813
26,MaxVit_1_2_unetm,0.8845171911002946,0.8623239517211914,65.83288983501862,0.36479595595911335
27,MaxVit_1_2_unetm,0.8777451476041418,0.8717722634474436,66.41830761043109,0.3485841394498797
28,MaxVit_1_2_unetm,0.8870937371776052,0.8894578039646148,65.62001064395955,0.3362804942873011
29,MaxVit_1_2_unetm,0.8750190852332289,0.877008193731308,66.41830761043109,0.3902231380714547
0,MaxVit_0_8_unetm,1.016849911125907,0.9383053998152415,61.94784459819053,0.30651503862544316
1,MaxVit_0_8_unetm,0.9412437955828479,0.9410451471805572,60.085151676423635,0.3161328141254639
2,MaxVit_0_8_unetm,0.9240438033194438,0.942469205458959,61.20276742948377,0.33005996626162093
3,MaxVit_0_8_unetm,0.9178942498499459,0.9126863320668538,63.86375731772219,0.3349704536149425
4,MaxVit_0_8_unetm,0.907519647674839,0.8896641174952189,64.76849387972325,0.352301921708115
5,MaxVit_0_8_unetm,0.8987945635823438,0.8933970312277476,65.03459286854711,0.3466764670129804
6,MaxVit_0_8_unetm,0.9038260257157096,0.9310427089532216,60.883448642895154,0.3269862190125685
7,MaxVit_0_8_unetm,0.8939330081870086,0.9020238518714905,65.24747205960617,0.33803217052598644
8,MaxVit_0_8_unetm,0.8904544071559488,0.8858413239320119,65.03459286854711,0.3577680598738184
9,MaxVit_0_8_unetm,0.8979188260370797,0.8923024694124858,65.3539116551357,0.3251958541279814
10,MaxVit_0_8_unetm,0.8941072952138246,0.9355810205141704,61.841405002660984,0.3159804422944017
11,MaxVit_0_8_unetm,0.8882037931985228,0.8813963830471039,65.46035125066525,0.3370123883902358
12,MaxVit_0_8_unetm,0.8884938059061983,0.8840172211329143,64.87493347525279,0.3612732712528016
13,MaxVit_0_8_unetm,0.8885046804908419,0.895466027657191,64.1830761043108,0.3457782783237331
14,MaxVit_0_8_unetm,0.8781991122412856,0.9000083247820536,64.3427354976051,0.3297163435104874
15,MaxVit_0_8_unetm,0.8851343989372253,0.9176052749156952,63.86375731772219,0.3169255940046789
16,MaxVit_0_8_unetm,0.8814566553074078,0.9020519355932871,65.1942522618414,0.34439827546546603
17,MaxVit_0_8_unetm,0.8738452526774719,0.9049288153648376,63.49121873336882,0.33036099349484704
18,MaxVit_0_8_unetm,0.8762159813059508,0.8755494435628255,66.25864821713677,0.368237180107741
19,MaxVit_0_8_unetm,0.8783393289050917,0.8673471689224244,66.52474720596062,0.36563579970657845
20,MaxVit_0_8_unetm,0.8759281208915431,0.873033465941747,65.40713145290049,0.3608951620225914
21,MaxVit_0_8_unetm,0.880197670772998,0.8856694300969442,64.23629590207557,0.3451157527955392
22,MaxVit_0_8_unetm,0.880278672615107,0.8781980117162068,64.60883448642896,0.34734253986013675
23,MaxVit_0_8_unetm,0.8734621231573342,0.8715482155481974,66.31186801490155,0.3670051834662854
24,MaxVit_0_8_unetm,0.8769193622317627,0.8712448755900065,65.93932943054817,0.34599030179540075
25,MaxVit_0_8_unetm,0.8717259899543149,0.8603352765242259,66.09898882384246,0.3759432976041303
26,MaxVit_0_8_unetm,0.8756543476216114,0.9004307409127553,63.75731772219265,0.3281923667858414
27,MaxVit_0_8_unetm,0.8701338176309628,0.8619895696640014,65.83288983501862,0.3746707083723189
28,MaxVit_0_8_unetm,0.8715956067516856,0.8621329208215077,66.41830761043109,0.3713936695627951
29,MaxVit_0_8_unetm,0.8674760521763433,0.8637997388839722,66.205428419372,0.3610334304605371
0,MaxVit_1_8_unetm,1.0139064993301448,0.9522897303104401,60.9898882384247,0.2932173040972239
1,MaxVit_1_8_unetm,0.9318858163200155,0.9166419506072998,63.86375731772219,0.344104496718227
2,MaxVit_1_8_unetm,0.908175024237946,0.907405533393224,63.91697711548696,0.3456095690335085
3,MaxVit_1_8_unetm,0.904311836200909,0.8839624543984731,64.0234167110165,0.35234568949140127
