,binary/BCEnoPOS,binary/BCECalcPOS,binary/BCE4POS,binary/DiceLoss,binary/FocalLoss,binary/TverskyLossBase,binary/TverskyLoss25,binary/TverskyLoss75,binary/FocalTverskyLoss,binary/LogCoshDice
15,0.0769275880108277,0.3514890256855223,0.1618344812757439,0.25796011090278625,0.004630023613572121,0.24302984277407327,0.2078054580423567,0.22471490502357483,0.3667239596446355,0.03820619680401352
16,0.07448783185746935,0.3290369096729491,0.15577917877170774,0.25551531712214154,0.004849268821999431,0.23060237699084812,0.20821141203244528,0.2032896942562527,0.3708008262846205,0.0363063829847508
17,0.07235011955102284,0.3281370492445098,0.15223482665088442,0.23940940035714042,0.00423759437398985,0.23107582330703735,0.20024881760279337,0.20383224222395155,0.36123763024806976,0.03700538145171271
18,0.07053144193357891,0.3142889655298657,0.14816188315550485,0.24240190452999538,0.004851746735059553,0.2270405756102668,0.19454678893089294,0.19926588402854073,0.3561775998936759,0.03569895991434654
19,0.0692398962047365,0.3374422424369388,0.14804876554343435,0.23965520991219413,0.005093951806581269,0.21679367621739706,0.19535745845900643,0.19354026516278586,0.3521079983976152,0.03544437730063995
20,0.06685109188159306,0.3363584445582496,0.16853926537765396,0.23180233438809714,0.006150636291648779,0.21326951185862222,0.18960972958140904,0.19167729218800864,0.3533416704999076,0.034993572108861476
21,0.06381790132986175,0.30668123563130695,0.14945947213305366,0.21857787834273446,0.004732177049542467,0.20318204164505005,0.19501626160409716,0.18637378679381478,0.35301204522450763,0.033899201494124204
22,0.06338140161501037,0.28127140717373955,0.14762695050901836,0.20895015862252977,0.004064887231733236,0.20660488141907585,0.19480673803223503,0.18730761938624912,0.340422155128585,0.034382792448418006
23,0.06007108133700159,0.30860983911487794,0.13862647654281723,0.2157377236419254,0.004609222097011904,0.20360424783494738,0.19442476166619194,0.18388886584175956,0.3320326523648368,0.03506631073024538
24,0.06061437932981385,0.2932957642608219,0.13566693001323277,0.2069342037041982,0.004712743794597272,0.20791159073511759,0.18635166353649563,0.18074857857492235,0.3246016949415207,0.034159425646066666
25,0.05816635634336206,0.31843112740251756,0.1464013767739137,0.2112897899415758,0.0042253008642647825,0.19817685418658787,0.18633117609553868,0.18245640065934923,0.3240339110294978,0.03343091760244635
26,0.058686301526096135,0.2772948419054349,0.13465137655536333,0.2036993702252706,0.0042200107127428055,0.194504847129186,0.18004292911953396,0.1746328439977434,0.3231506918867429,0.032292623383303486
27,0.0586608729014794,0.30824993716345894,0.13220003950926992,0.2115594380431705,0.003274679921256999,0.18820053670141432,0.17844713727633157,0.18022651804818046,0.3153754572073619,0.03074558327595393
28,0.059359385528498225,0.3496847574909528,0.12904971010155147,0.2020366887251536,0.002745261968811974,0.19238321979840597,0.1788736879825592,0.1827224459913042,0.3030973854992125,0.030787761323153973
29,0.0588788203895092,0.30368809070852065,0.12185969452063243,0.19414661990271675,0.0033291749423369765,0.1871746646033393,0.18306185139550102,0.1724296443992191,0.29679417941305375,0.030201900077776775
30,0.05440284663604365,0.2887520458963182,0.133192484991418,0.18609990345107186,0.004061363559837143,0.18069838484128317,0.1811440818839603,0.17195172111193338,0.30126086042986977,0.029875841250436172
31,0.05451555653578705,0.29643530812528396,0.12157306571801503,0.19370788998074,0.0029652770802689097,0.18472818202442592,0.17219833532969156,0.1661856340037452,0.2949771036704381,0.029750151249269646
32,0.05375454367862807,0.3332672508226501,0.11997900696264373,0.1987150013446808,0.0031970549801674983,0.17904669708675808,0.1722548935148451,0.16421525345908272,0.29330166512065464,0.02829960449081328
33,0.055016682379775576,0.29270702766047585,0.12178277803791894,0.19067080484496224,0.0025934952556983465,0.18005792962180245,0.1759786672062344,0.16833216614193386,0.2861584838893678,0.02887221560296085
34,0.05245778844174412,0.28897685805956524,0.11262673677669631,0.18827182716793484,0.0025093292028436232,0.17801186442375183,0.17657815416653952,0.1671636336379581,0.28413023468520904,0.028892944980826642
35,0.05602508317679167,0.2801690134737227,0.11081838338739342,0.183733645412657,0.0025242146156314346,0.17562283409966362,0.17186033725738525,0.17301855815781486,0.29289789415068096,0.028331147817273934
36,0.05258853236834208,0.26897096468342674,0.11692675368653403,0.17955586314201355,0.0020874459910879117,0.1708876689275106,0.1733726527955797,0.16546952062182957,0.28963052646981347,0.028103889380064275
37,0.05151501898136404,0.26364672432343167,0.11614908029635747,0.1783295472462972,0.002713403260309456,0.17233456836806404,0.17058872183163962,0.1610129177570343,0.28555679735210204,0.028239885189880926
38,0.05254011207984553,0.2655459452006552,0.10750305735402638,0.17381260130140516,0.003221210619408844,0.17679968145158556,0.1682890620496538,0.1633645991484324,0.28127239478958976,0.028664432155589264
39,0.05322551354765892,0.28726215329435134,0.11729623708460066,0.17005671395195854,0.0023797723438797724,0.1818857491016388,0.16963564356168112,0.1664568649397956,0.27651217579841614,0.027068837752772704
40,0.05059585637516446,0.25419317765368354,0.10801899929841359,0.17108917898601955,0.001941952414603697,0.18216711282730103,0.1685536801815033,0.16719997591442531,0.2750321411424213,0.026307844867308933
41,0.0500838290899992,0.2399034889207946,0.11152113353212674,0.17163596550623575,0.0024394048733584997,0.1884228355354733,0.16903197103076512,0.15972397393650478,0.2709665290183491,0.026379315079086356
42,0.05209594468275706,0.28375684801075196,0.10646303122242291,0.16658006111780801,0.0023433056194335222,0.1848031911585066,0.16229472888840568,0.15439638164308336,0.2662591189146042,0.025397645102606878
43,0.04908785182568762,0.27891262206766343,0.10528246271941397,0.1671466330687205,0.002258375671873283,0.1732853485478295,0.16009835402170816,0.15474990010261536,0.2626171054111587,0.025603997831543285
44,0.05132802886267503,0.26825132717688877,0.10681738290521833,0.1746422979566786,0.001972904457943514,0.16569607787662083,0.15945133566856384,0.16155603528022766,0.2803722040520774,0.02537650361450182
45,0.0509983915835619,0.23942971229553223,0.09697121526632044,0.16691348287794325,0.0016118910571094602,0.1697522434923384,0.15885530577765572,0.16390199462572733,0.2816648408770561,0.02577566531383329
46,0.051033690157863826,0.23918269326289496,0.10809656563732359,0.1680373085869683,0.0013001568408475982,0.16376719872156778,0.15948043929206002,0.1622879836294386,0.27560455683204865,0.024649861682620313
47,0.05011400549362103,0.2652605664398935,0.1114645107752747,0.16814258694648743,0.0013789911560403805,0.1630407538678911,0.1665775113635593,0.14886531233787537,0.2660687052541309,0.02575663301265902
48,0.04685698656572236,0.3044552728533745,0.10030838516023424,0.16778047548400032,0.0026439323329315004,0.16314583023389181,0.16173489888509116,0.14705360266897413,0.26403912322388756,0.02951980371856027
49,0.045958354655239314,0.27074916578001446,0.10401271076665984,0.1648720701535543,0.0025144501252927715,0.16234850221210056,0.16018679406907824,0.15106653504901463,0.2638300044669045,0.028806631142894428
