,BCEnoPOS,BCECalcPOS,BCE4POS,DiceLoss,FocalLoss,TverskyLossBase,TverskyLoss25,TverskyLoss75,FocalTverskyLossBase,FocalTverskyLoss25,FocalTverskyLoss75,LogCoshDice
0,0.4343209597799513,0.8530633482668135,0.4915752775139279,0.8484856420093112,0.0811358837203847,0.8556758264700571,0.7421303391456604,0.8989188406202528,0.818692210647795,0.689324806133906,0.8621302081478966,0.3168744362062878
1,0.2754542769657241,0.6349728968408372,0.3544490453269746,0.8009525338808695,0.0383664628283845,0.8016486730840471,0.6588047742843628,0.864487542046441,0.765547901391983,0.6118741399712033,0.8178367879655626,0.2786770015954971
2,0.2188258551888995,0.584439229634073,0.3012533022297753,0.7428170078330569,0.0270658853567308,0.7437651952107748,0.594790561331643,0.8350527187188467,0.7035708063178592,0.5431316743294398,0.7734899255964491,0.237144427994887
3,0.1802388545539644,0.5232105039887958,0.2574834666318363,0.6608344945642683,0.0212066360852784,0.6597998506493039,0.5229959686597189,0.7839360535144806,0.6206018593576219,0.4648605634768804,0.7047261132134331,0.1872904582156075
4,0.153122598098384,0.5191501395569907,0.2344647058182292,0.5681888626681434,0.0169142223377194,0.5621764428085751,0.4443297187487284,0.7061943842305077,0.5146543251143562,0.3832176029682159,0.6181702183352576,0.1444305173224873
5,0.1325323271254698,0.5012359768152237,0.2124195239610142,0.4827577306164635,0.0128271408482558,0.4680556390020582,0.3927274843056996,0.5981429119904836,0.4131898615095351,0.3154726856284671,0.4996081739664078,0.1061923590799172
6,0.1201578349702888,0.5150668803188536,0.2006595970855819,0.4244910445478227,0.010699937508131,0.3977052966753642,0.3570893936687045,0.4829667078124152,0.3282618439859814,0.2708198759290907,0.3794951207107968,0.0825259476486179
7,0.1139357934395472,0.4696014059914483,0.1974165365099907,0.3696635431713528,0.0088736264862947,0.3572218020757039,0.3149674865934584,0.3839981125460731,0.27605033500327,0.226280853152275,0.2912996552056736,0.0674950602567858
8,0.1034674164321687,0.4394329968425963,0.1835265681147575,0.3358979390727149,0.0076957346561054,0.341689129670461,0.2930996186203427,0.3239526814884609,0.26089598900742,0.2122258949610922,0.2415906877981292,0.0584849315798944
9,0.0975755705601639,0.4138150761524836,0.1797065436840057,0.3132947352197435,0.0086991713744484,0.3202276627222697,0.2737648884455363,0.2878330151240031,0.2315797557433446,0.1866405010223388,0.2069157693121168,0.0535442783600754
10,0.0920936593578921,0.4085310068395402,0.1789103469087017,0.3108953303760952,0.0068617815332901,0.3092026975419786,0.2552589045630561,0.263893617524041,0.210848466389709,0.1692772784994708,0.1882757801148626,0.0529704658935467
11,0.0912032748262087,0.4040275514125824,0.173910324772199,0.2893101440535651,0.0066491124453023,0.2912746204270257,0.2486537628703647,0.240779827038447,0.2008904069662094,0.1620144281122419,0.1735792954762776,0.0470481657733519
12,0.087656104316314,0.3842610037989086,0.1698150696853796,0.2764086392190721,0.0060728812046969,0.2808437744776408,0.2428153819508022,0.2358340587880876,0.1918379341562589,0.1457623524798287,0.1543404501345422,0.0425425316724512
13,0.08368071127269,0.3679370664887958,0.1837474720345603,0.2780857185522715,0.0052385442864356,0.2719501753648122,0.2337068749798668,0.2279012401898702,0.1896204989817407,0.1454536347753471,0.1487307039399941,0.0409583513521485
14,0.081735551978151,0.3942626234557893,0.1689784535103374,0.2621598905987209,0.0050704636378213,0.2719594107733832,0.2201839354303148,0.2192380593882666,0.1803309437301423,0.137684083233277,0.143009298791488,0.0415049349475238
15,0.0769275880108277,0.3514890256855223,0.1618344812757439,0.2579601109027862,0.0046300236135721,0.2683748602867126,0.2112815545664893,0.2123994264337751,0.1744949449267652,0.1332304341097673,0.1309911298255125,0.0382061968040135
16,0.0744878318574693,0.3290369096729491,0.1557791787717077,0.2555153171221415,0.0048492688219994,0.262827499045266,0.2073036432266235,0.2156572904851701,0.1702115084562036,0.1346572956277264,0.1248215830160511,0.0363063829847508
17,0.0723501195510228,0.3281370492445098,0.1522348266508844,0.2394094003571404,0.0042375943739898,0.262033075094223,0.2205086251099904,0.212179723713133,0.1775665063824918,0.1241747082935439,0.1384867301417721,0.0370053814517127
18,0.0705314419335789,0.3142889655298657,0.1481618831555048,0.2424019045299953,0.0048517467350595,0.2526773048771752,0.215450429254108,0.2085276246070861,0.1714877883593241,0.1164164344469706,0.1268395272394021,0.0356989599143465
19,0.0692398962047365,0.3374422424369388,0.1480487655434343,0.2396552099121941,0.0050939518065812,0.2535033126672109,0.2028006017208099,0.2093358669016096,0.1623155180778768,0.1195296243660979,0.1225566363169087,0.0354443773006399
20,0.066851091881593,0.3363584445582496,0.1685392653776539,0.2318023343880971,0.0061506362916487,0.2549417614936828,0.1945392390092214,0.1967927945984734,0.1572052347991201,0.1255896824101607,0.118284015605847,0.0349935721088614
21,0.0638179013298617,0.3066812356313069,0.1494594721330536,0.2185778783427344,0.0047321770495424,0.2485650976498921,0.1907480590873294,0.201639539665646,0.1589842612544695,0.1134622328811221,0.1164969305197397,0.0338992014941242
22,0.0633814016150103,0.2812714071737395,0.1476269505090183,0.2089501586225297,0.0040648872317332,0.2454218831327226,0.1857670313782162,0.1883264945613013,0.1587135295073191,0.1132472873561912,0.1161793797380394,0.034382792448418
23,0.0600710813370015,0.3086098391148779,0.1386264765428172,0.2157377236419254,0.0046092220970119,0.245049109061559,0.1991559002134535,0.1902766558859083,0.153662708070543,0.1110802681909667,0.1116340487367577,0.0350663107302453
24,0.0606143793298138,0.2932957642608219,0.1356669300132327,0.2069342037041982,0.0047127437945972,0.2463261750009324,0.1881259679794311,0.1917314926783243,0.1519294484621948,0.1097220815718174,0.1075152036630445,0.0341594256460666
25,0.058166356343362,0.3184311274025175,0.1464013767739137,0.2112897899415758,0.0042253008642647,0.2501460082001156,0.179893371131685,0.1867965327368842,0.1542564556002617,0.1046307529840204,0.1060110177430841,0.0334309176024463
26,0.0586863015260961,0.2772948419054349,0.1346513765553633,0.2036993702252706,0.0042200107127428,0.2387395799160003,0.1850159234470791,0.1826724741193983,0.1521462260021103,0.1025734932886229,0.1025950979027483,0.0322926233833034
