,Model,train loss,val loss,val accuracy,val sensitivity
0,MaxVit_4,1.3676784699850708,1.2562152028083802,62.95902075572113,0.4104740702782558
1,MaxVit_4,1.2074761799652212,1.187278260787328,58.1160191591272,0.4109803187004495
2,MaxVit_4,1.16597043336743,1.1334177096684774,59.39329430548164,0.4738847234043566
3,MaxVit_4,1.1405132025697806,1.0963853398958843,62.90580095795636,0.44348311613814884
4,MaxVit_4,1.1218915768783457,1.0667709787686666,65.8861096327834,0.4847963640067848
5,MaxVit_4,1.0946514697840615,1.0791753828525543,66.31186801490155,0.4343446221673017
6,MaxVit_4,1.0798525496991012,1.0537314971288045,60.93666844065992,0.4748479260320921
7,MaxVit_4,1.0661504708067344,1.0573934733867645,66.47152740819585,0.4921343052111354
8,MaxVit_4,1.0598118122476732,1.0429334123929341,65.24747205960617,0.4627038955902215
9,MaxVit_4,1.0492542390405697,1.0539942145347596,63.49121873336882,0.4732020570340408
10,MaxVit_4,1.0669046279287686,1.0299289882183076,64.1830761043108,0.48624294397025664
11,MaxVit_4,1.0513632997979212,1.014436380068461,68.17456093666844,0.4720948608599039
12,MaxVit_4,1.034970847359539,1.0209575136502584,65.14103246407663,0.5126193560466143
13,MaxVit_4,1.0327414469997378,1.0183892746766408,66.897285790314,0.5315737987129877
14,MaxVit_4,1.0473242724028817,1.0765104790528615,63.544438531133586,0.43638763492944155
15,MaxVit_4,1.0405285910968363,1.0406753460566203,63.22511974454497,0.4560019315100907
16,MaxVit_4,1.0465054246630983,1.0127053737640381,67.32304417243215,0.5351726075138485
17,MaxVit_4,1.0251329241007785,1.0104579746723175,65.3539116551357,0.5115117834540831
18,MaxVit_4,1.0156224217728107,0.9953577001889546,64.98137307078234,0.45883063410247976
19,MaxVit_4,1.021373463808185,1.008724476893743,69.0792974986695,0.4491304687613407
20,MaxVit_4,1.0248829944290383,1.01453808148702,68.44065992549228,0.4870064690457376
21,MaxVit_4,1.0370799255197065,1.0109259068965912,61.57530601383715,0.5163493491282919
22,MaxVit_4,1.0115980666919346,0.9957192142804464,64.76849387972325,0.49047772953318436
23,MaxVit_4,1.0194659367965087,1.0592300693194072,63.81053751995742,0.45932008289149184
24,MaxVit_4,1.0075609688341183,0.9922183791796366,65.1942522618414,0.47430851608907154
25,MaxVit_4,1.0229983730037717,1.0081935087839762,68.65353911655136,0.48569350979401776
26,MaxVit_4,1.0132432788827994,0.997787356376648,66.15220862160723,0.4898323724667194
27,MaxVit_4,1.0038935885812243,1.0063620845476786,64.87493347525279,0.5046842198369592
28,MaxVit_4,0.9941115205305336,0.9951240321000417,67.9084619478446,0.47398545719590507
29,MaxVit_4,1.0057901213638973,0.9970920542875926,65.8861096327834,0.5055480064008949
0,MaxVit_16,1.3000156270326488,1.0967503984769185,63.27833954230974,0.45949489118580394
1,MaxVit_16,1.1444037021511662,1.0690036733945212,57.74348057477382,0.44362577506160394
2,MaxVit_16,1.0769845073240516,1.02947225968043,68.01490154337414,0.45741252410253674
3,MaxVit_16,1.0388377565537057,0.9915554006894429,58.96753592336349,0.5157383134700071
4,MaxVit_16,1.023104410536968,0.9666818479696909,61.415646620542844,0.49207857974856445
5,MaxVit_16,0.9937088006604327,0.9815281013647715,67.96168174560937,0.4844315262131766
6,MaxVit_16,0.9973719180935491,0.9646423637866974,66.41830761043109,0.5003857386973787
7,MaxVit_16,0.9683257876521479,0.9541585842768351,69.02607770090474,0.5652320756744129
8,MaxVit_16,0.9554477877860522,0.9881335198879242,65.67323044172431,0.4873590667560699
9,MaxVit_16,0.9567830284146497,0.9518926640351614,69.50505588078767,0.5229113238088355
10,MaxVit_16,0.9362368266077807,0.9265241066614787,65.30069185737094,0.5169683772840377
11,MaxVit_16,0.9269235782379651,0.9431244134902954,67.80202235231506,0.4982711389663342
12,MaxVit_16,0.9112725249172127,0.9718033154805501,70.03725385843534,0.5241826171258901
13,MaxVit_16,0.9092005930677818,0.9159916301568349,67.69558275678553,0.5522160488978182
14,MaxVit_16,0.8857448000977509,1.028510852654775,69.18573709419904,0.4824662437642004
15,MaxVit_16,0.8705379379926806,0.9604200343290965,67.69558275678553,0.5255683295232907
