,multiclass/CEL,multiclass/CELCalcWeights,multiclass/CELCustWeights,multiclass/DiceLoss,multiclass/FocalLoss,multiclass/TverskyLossBase,multiclass/TverskyLoss25,multiclass/TverskyLoss75,multiclass/FocalTverskyLoss,multiclass/LogCoshDice
0,1.2511641846762762,1.3601000308990479,1.0428877042399511,0.8632424374421438,0.5802713731924692,0.8607664042048984,0.8496657080120511,0.8538800047503577,0.9006423387262557,0.3314730508459939
1,0.7349696556727091,1.0864115158716838,0.6513769610060586,0.7991805606418185,0.2650461031330956,0.7986269758807288,0.8044818275504642,0.7729896571901109,0.8519409199555715,0.2923730214436849
2,0.47088048689895207,1.0321513215700786,0.48770471082793343,0.7476881841818491,0.14793632055322328,0.7530345552497439,0.7647334867053561,0.7098873456319174,0.8162277903821733,0.26267887237999177
3,0.3204749392138587,0.9799221522278256,0.39527950518661076,0.6990461382600996,0.09025471926563317,0.7116750644312965,0.7261821031570435,0.6517996854252286,0.7780455648899078,0.2368004264103042
4,0.24524436394373575,0.9128554628954993,0.3406563252210617,0.6488575107521481,0.06349686678085062,0.6723049183686575,0.6924143234888712,0.606975558731291,0.7376021080546908,0.21549191822608313
5,0.20791196823120117,0.869621475537618,0.3068034549554189,0.6019636028342776,0.048721431030167475,0.6304856340090433,0.661644823021359,0.5557883746094174,0.6957799825403426,0.18599845303429496
6,0.1849464459551705,0.8390571143892076,0.28418848994705415,0.5652238759729598,0.03862108962817325,0.5916972193453047,0.6308623916572995,0.5164707865979936,0.6708770626121097,0.16289782441324657
7,0.16941814786858028,0.8019518752892812,0.26364489810334313,0.5376062194506327,0.03092838316741917,0.5686239964432187,0.6091312534279294,0.4930592146184709,0.653232667181227,0.14430073979828092
8,0.15559450992279583,0.8116594552993774,0.24970230708519617,0.5200066566467285,0.027696178398198552,0.5416410399807824,0.5736952457163069,0.47792887025409275,0.6243735916084714,0.13610333907935354
9,0.14743630132741398,0.7933396332793765,0.23920302838087082,0.5016664299699995,0.023853338685714535,0.5141359832551744,0.5464803675810496,0.47014376189973617,0.603971047533883,0.12925097263521618
10,0.14037672926982245,0.7959164612823062,0.2340194069676929,0.4878286686208513,0.020302375985516444,0.5088981721136305,0.5237679680188497,0.45766980449358624,0.5894336766666837,0.12115379091766146
11,0.13492929976847437,0.7860707971784804,0.22837808811002308,0.47907211714320713,0.017406663495219417,0.4952587816450331,0.5227396620644463,0.4635497033596039,0.5884593526522318,0.1185598952902688
12,0.129797192911307,0.758662697341707,0.22468747943639755,0.4670432342423333,0.015412551557852162,0.4838757614294688,0.503195583820343,0.45603863729370964,0.5778641369607713,0.1196067664358351
13,0.12394452177815968,0.7589424252510071,0.22273855242464277,0.45867923895517987,0.014991840347647667,0.4788137707445357,0.4898334874047173,0.44334949056307477,0.5636938313643137,0.11412131041288376
14,0.12174217485719258,0.7358951899740431,0.2156346986691157,0.4549936321046617,0.013589457841590047,0.4768175979455312,0.4834439290894402,0.4399266077412499,0.5610095030731626,0.10752334983812438
15,0.11649757458104028,0.7188361287117004,0.2084899859295951,0.4497268299261729,0.012613325095218089,0.4684649639659458,0.4732852578163147,0.43682460983594257,0.5565971202320523,0.1019195814927419
16,0.11402665161424214,0.6750072406397926,0.2060562272866567,0.45623894532521564,0.012982534580967493,0.45620414945814347,0.46065808998213875,0.4302106532785628,0.5501826968457963,0.10107682645320892
17,0.10915668018990093,0.7084467775291867,0.1997779860264725,0.4498005741172367,0.012540882789633341,0.45719923575719196,0.4569586647881402,0.42664878567059833,0.54457688331604,0.10155954791439904
18,0.1071920357644558,0.7022182742754618,0.19980505439970228,0.4485946430100335,0.011052948319249682,0.4523242712020874,0.4481048550870683,0.4212091598245833,0.5405193186468549,0.09949849918484688
19,0.10682080479131804,0.6895517773098416,0.20043985628419453,0.4394779966937171,0.00933371983572013,0.44547507497999406,0.4416346781783634,0.41944865385691327,0.5410446061028374,0.09679747083120877
20,0.10433318755692905,0.6756842467519972,0.1975475690431065,0.4359210365348392,0.009698572426310016,0.44246699081526863,0.4337160521083408,0.42830635772811043,0.5407615966267056,0.09706775099039078
21,0.10168322982887427,0.6557141211297777,0.18533246094981828,0.432202332549625,0.009945565394850241,0.4389262795448303,0.43118241760465836,0.42606202761332196,0.5430153575208452,0.09520140869749917
22,0.09910972375008795,0.6396811240249209,0.18187020967404047,0.43167370226648116,0.008803341692934433,0.4362490144040849,0.429945879512363,0.41948017477989197,0.5438640316327413,0.09372803858584827
23,0.09673060228427251,0.6201005015108321,0.18446629577212864,0.43069326877593994,0.008817310470880734,0.43574146429697674,0.4194968574576908,0.4192058775160048,0.5407016144858466,0.09618368827634388
24,0.09821947912375133,0.5990432500839233,0.20740945554441875,0.4296460615264045,0.00852886657230556,0.44021299481391907,0.420338448550966,0.41404520803027683,0.5330908298492432,0.09197787899110052
25,0.09879314071602291,0.6159885873397192,0.19165097756518257,0.4321928256087833,0.008281786162923608,0.43412885732120937,0.42059515913327533,0.4095401532120175,0.5273860096931458,0.09269691879550616
26,0.09338443146811591,0.6025244428051842,0.18098077716098893,0.4287942714161343,0.00846564614524444,0.42673736479547286,0.41788073049651253,0.41384101576275295,0.5231027238898807,0.09183026850223541
27,0.09198149914542834,0.5994193520810869,0.17504062958889538,0.4293736285633511,0.0077511668722662665,0.42140697108374703,0.4122258656554752,0.4107170303662618,0.5231508165597916,0.09150576757060157
28,0.0888479273352358,0.6129174795415666,0.17472334206104279,0.4254009359412723,0.00743796623363677,0.4246026145087348,0.41494188374943203,0.40623825788497925,0.5197788344489204,0.0914489155014356
29,0.0900562819507387,0.6925226483080122,0.17337469259897867,0.41977861192491317,0.0075798127541525494,0.4240943060980903,0.4139507876502143,0.41548344161775375,0.522426520784696,0.08762464713719156
30,0.0858057499345806,0.6277610825167762,0.1726128574874666,0.4202204445997874,0.008681967104267743,0.4203600154982673,0.40877748197979397,0.4099613196320004,0.5245116204023361,0.08680527491701974
31,0.08239580545988348,0.6135731803046333,0.17054086633854443,0.4260706040594313,0.007811332043881218,0.41889230410257977,0.4128774536980523,0.40324925051795113,0.5186791552437676,0.0860638643304507
32,0.08203126614292462,0.6157338519891103,0.16582536159290207,0.42263464795218575,0.006268896071964668,0.418725374672148,0.4076625174946255,0.4073202643129561,0.518365181154675,0.08551692590117455
33,0.08275842935674721,0.630257119735082,0.16435977361268467,0.41741924153433907,0.006849534001149651,0.41793889469570583,0.401863521999783,0.4009040892124176,0.5159958038065169,0.0870677928129832
34,0.0847575223694245,0.576338142156601,0.1685098504854573,0.4170999361409081,0.006031821701779134,0.4181192219257355,0.405574146244261,0.396459377474255,0.5190751850605011,0.08460806392961079
35,0.08517112106912667,0.5646653655502532,0.1630304521984524,0.4186142451233334,0.0054882354840325815,0.41712045338418746,0.40367453959253097,0.39579149418407017,0.5141098019149568,0.0836234800517559
36,0.07772845981849565,0.5748779277006785,0.16003790497779846,0.41475370195176864,0.005186082264925871,0.41256636050012374,0.4039054877228207,0.397926390171051,0.5176184243626065,0.0846225263343917
37,0.07675840312408076,0.5900391042232513,0.15894940164354113,0.41490620374679565,0.005011032128499614,0.4134889344374339,0.3973117603196038,0.3955189817481571,0.5121857441133923,0.0835742668973075
38,0.07687810353106922,0.5603779123889076,0.15974098443984985,0.413693818781111,0.00525986038458844,0.41389992502000594,0.39745517240630257,0.3982011874516805,0.5143621249331368,0.08225062241156895
39,0.07520084662569894,0.5619596640268961,0.1643584660357899,0.41621432370609707,0.007580530868532757,0.4171325895521376,0.39856868651178146,0.39805614285998875,0.5148813542392519,0.08637093173133002
40,0.07404503453936842,0.6122395926051669,0.15082853246066305,0.4153338339593675,0.0057222316778885824,0.4125037259525723,0.39665599995189244,0.3943733308050368,0.5155625773800744,0.08403997744123141
41,0.07308381506138378,0.6328426831298404,0.15645290787021318,0.4070452120569017,0.005180736563892828,0.4085686074362861,0.3958677550156911,0.389449718925688,0.5187453114324145,0.08506116850508584
42,0.07515094098117617,0.5817429257763757,0.1432708605296082,0.4023704197671678,0.006059777392591868,0.411863774061203,0.3939237793286641,0.39249252279599506,0.5119727502266566,0.08453441535433133
43,0.07627193215820524,0.5558775415023168,0.14898343260089555,0.4037873281372918,0.006740781168142955,0.41282663742701214,0.39352314008606804,0.3960621522532569,0.5112888283199735,0.08488262486126688
44,0.07852007179624504,0.552955706914266,0.1542347450223234,0.4014809827009837,0.005251037914098965,0.40705886152055526,0.39108291268348694,0.392332974407408,0.5102629297309451,0.08371666715376908
45,0.07351275160908699,0.5452288024955325,0.15090430072612232,0.3997209072113037,0.0044490690989833735,0.4061223136054145,0.39400626884566414,0.3923580977651808,0.5029826793405745,0.08263084044059117
46,0.07191195401052634,0.5323655472861396,0.14518553473883206,0.4018981026278602,0.004075764846574102,0.40691885352134705,0.3874963058365716,0.38987480931811863,0.5032911085420184,0.08433578370345964
47,0.06889938935637474,0.5522031469477547,0.14942613285448816,0.4036679267883301,0.0037285898352921423,0.41645581192440456,0.3901254998313056,0.39193188150723773,0.5066918896304237,0.08265254812108146
48,0.06949821073147985,0.5876245432429843,0.14427690787447822,0.3985218074586656,0.0036880712076607677,0.40667561690012616,0.39045300086339313,0.38657742076449925,0.5012390431430604,0.08035182166430685
49,0.06973123488326867,0.5571459548340904,0.14906295264760652,0.4015148977438609,0.003907430655090138,0.4051213198237949,0.3873521520031823,0.38932982749409145,0.5011406275961134,0.08115566811627811
