,DiceLoss,TverskyLoss25,FocalTverskyLoss25,LogCoshDice
0,0.4115956458780501,0.40251703394783866,0.30268067287074196,0.08536662368310823
1,0.4014531440205044,0.39022671845224166,0.29288508163558113,0.08152687425414722
2,0.40603724784321255,0.38683109482129413,0.2916322665082084,0.08037997037172318
3,0.3967156443330977,0.3850149181154039,0.28776561551623875,0.08038513859113057
4,0.3975303802225325,0.3864290449354384,0.28927772409386104,0.07910053431987762
5,0.4009982148806254,0.38808026909828186,0.2862076544099384,0.07982401322159502
6,0.39503781331910026,0.38500991463661194,0.28719444655709797,0.07917222359942065
7,0.3949568569660187,0.3801346951060825,0.2893923670053482,0.08085322628418605
8,0.3938307464122772,0.38013174798753524,0.28459760877821183,0.07907365179724163
9,0.3966193265385098,0.37826547688908047,0.28445059640540016,0.07806059966484706
10,0.4030317399236891,0.3822534382343292,0.2794941829310523,0.07631622751553853
11,0.3982282347149319,0.37962016132142806,0.28206527564260697,0.07989429103003608
12,0.39361490805943805,0.37757818897565204,0.27987181064155364,0.08145242143008444
13,0.39194440510537887,0.3777741524908278,0.2881271309322781,0.08052723151114252
14,0.39055324925316703,0.3794142504533132,0.2848549319638146,0.08037262885934776
15,0.3861066864596473,0.38118959797753227,0.2820882731013828,0.07823986932635307
16,0.3864452408419715,0.3789093626870049,0.282441318862968,0.0770689911312527
17,0.3844658103254106,0.3822293049759335,0.2782861888408661,0.07649204341901673
18,0.3882002631823222,0.37653476662105984,0.2781250832809342,0.07591767898864216
19,0.3885311120086246,0.3756551477644179,0.27582691858212155,0.07456326257023546
20,0.38604074716567993,0.3725132942199707,0.27375873178243637,0.0766537328147226
21,0.3851613601048787,0.3758736186557346,0.2735828194353316,0.07491605418423812
22,0.38964687784512836,0.37608032756381565,0.2759233083989885,0.07681538433664375
23,0.38352317611376446,0.37296663059128654,0.2818338523308436,0.07637193219529258
24,0.3850345147980584,0.37104043033387923,0.2799134585592482,0.07669008730186357
25,0.38885308305422467,0.37865495019488865,0.27765029420455295,0.07464978699054983
26,0.3830261031786601,0.37684262461132473,0.27521512988540864,0.07349761658244663
27,0.379827340443929,0.37354830900828045,0.27519868314266205,0.07329162230922116
28,0.3864753213193681,0.3722731007470025,0.2733425042695469,0.07520527082184951
29,0.379124297036065,0.36942800879478455,0.27279719875918496,0.07476898324158457
30,0.37759528557459515,0.3738949994246165,0.273274044195811,0.07405930343601438
31,0.3803415497144063,0.37145621909035575,0.27126940836509067,0.0736990821444326
32,0.385535243484709,0.3690194520685408,0.2694853138592508,0.07419591024518013
33,0.37740913695759243,0.3678337401813931,0.2721872611178292,0.07609764983256657
34,0.378805763191647,0.37040900190671283,0.27137575546900433,0.07427672959036297
35,0.37604391905996537,0.36599280767970616,0.27146925611628425,0.07338463390866916
36,0.37420643700493705,0.36586788296699524,0.2693709706266721,0.0727171003818512
37,0.37649938133027816,0.36769073208173114,0.2683474611904886,0.07250508976479371
38,0.3777174585395389,0.367983920706643,0.26820624205801225,0.07227281149890688
39,0.3779953320821126,0.3693162931336297,0.2683225952916675,0.07302642903394169
40,0.3800922433535258,0.37012963162528145,0.26832102570268845,0.07112343236804008
41,0.3763022886382209,0.36707233720355564,0.2670390059550603,0.07375211661888494
42,0.3744468622737461,0.3653491603003608,0.2684481218457222,0.07139275492065483
43,0.37329209513134426,0.36021671030256486,0.26721876197391087,0.07083226947320832
44,0.37547050250901115,0.3657168613539802,0.268029628528489,0.07002414969934358
45,0.3779948916700151,0.36490657925605774,0.26785486936569214,0.07203620899882582
46,0.37836329142252606,0.3636270927058326,0.2666986005173789,0.0713725814388858
47,0.3749384979406993,0.35918179485532975,0.2662380271487766,0.07216985958317916
48,0.3708318769931793,0.3605368998315599,0.26636652565664715,0.0714042302634981
49,0.3695540361934238,0.36234810286098057,0.2641228354639477,0.07112958820329772
